timestamp,open,high,low,close,volume
2023-06-30 17:00:00,1898.5,1920.0,1898.2,1917.3,31772.7581
2023-06-30 17:15:00,1917.31,1938.02,1916.79,1923.8,40334.0397
2023-06-30 17:30:00,1923.8,1946.69,1921.09,1946.14,23956.4442
2023-06-30 17:45:00,1946.15,1948.6,1925.6,1931.8,17967.4315
2023-06-30 18:00:00,1931.8,1943.0,1923.71,1929.18,12268.1097
2023-06-30 18:15:00,1929.17,1935.0,1924.49,1927.03,10183.7609
2023-06-30 18:30:00,1927.03,1929.0,1914.55,1917.21,9075.1677
2023-06-30 18:45:00,1917.22,1925.2,1917.01,1924.61,4195.3241
2023-06-30 19:00:00,1924.62,1927.11,1921.0,1924.62,3357.5475
2023-06-30 19:15:00,1924.62,1927.35,1922.02,1922.59,2579.9572
2023-06-30 19:30:00,1922.6,1925.28,1917.82,1923.59,2940.1849
2023-06-30 19:45:00,1923.59,1931.4,1923.01,1926.32,3211.4046
2023-06-30 20:00:00,1926.32,1929.98,1924.61,1925.01,3090.9585
2023-06-30 20:15:00,1925.01,1932.37,1922.25,1931.23,3154.1616
2023-06-30 20:30:00,1931.23,1932.0,1925.62,1927.39,2012.2759
2023-06-30 20:45:00,1927.4,1930.13,1924.84,1927.25,2693.116
2023-06-30 21:00:00,1927.25,1928.56,1918.66,1923.38,4860.9957
2023-06-30 21:15:00,1923.38,1932.84,1923.37,1932.0,4062.8318
2023-06-30 21:30:00,1931.99,1933.53,1928.39,1928.75,2791.1574
2023-06-30 21:45:00,1928.75,1932.23,1928.38,1931.95,1134.376
2023-06-30 22:00:00,1931.96,1937.18,1930.73,1934.11,2116.9956
2023-06-30 22:15:00,1934.11,1936.8,1932.07,1936.2,2701.4567
2023-06-30 22:30:00,1936.36,1940.41,1935.64,1935.81,2855.8033
2023-06-30 22:45:00,1935.8,1935.81,1932.59,1934.59,1265.5341
2023-06-30 23:00:00,1934.6,1934.65,1930.78,1932.55,2921.315
2023-06-30 23:15:00,1932.55,1937.5,1931.19,1936.41,3121.6184
2023-06-30 23:30:00,1936.41,1943.68,1933.84,1934.94,4948.4765
2023-06-30 23:45:00,1934.94,1935.6,1931.77,1933.79,2802.9292
2023-07-01 00:00:00,1933.8,1938.42,1930.01,1933.46,3309.7279
2023-07-01 00:15:00,1933.47,1940.8,1932.33,1939.59,3108.3161
2023-07-01 00:30:00,1939.58,1944.56,1935.77,1943.18,10575.25
2023-07-01 00:45:00,1943.17,1943.18,1933.5,1934.11,3094.7826
