timestamp,open,high,low,close,volume
2023-07-04 16:45:00,1961.32,1961.32,1950.51,1955.63,6706.7471
2023-07-04 17:00:00,1955.63,1957.53,1951.48,1953.4,4404.1166
2023-07-04 17:15:00,1953.39,1954.7,1951.8,1953.34,1864.2186
2023-07-04 17:30:00,1953.33,1954.0,1949.52,1950.3,1837.4676
2023-07-04 17:45:00,1950.3,1952.25,1948.0,1949.84,2440.3466
2023-07-04 18:00:00,1949.84,1950.0,1945.47,1946.81,4643.6738
2023-07-04 18:15:00,1946.82,1953.01,1946.0,1952.47,1986.5397
2023-07-04 18:30:00,1952.47,1952.78,1950.0,1950.0,676.6198
2023-07-04 18:45:00,1950.01,1951.45,1948.62,1949.39,1070.6783
2023-07-04 19:00:00,1949.39,1950.19,1938.0,1942.91,7855.0169
2023-07-04 19:15:00,1942.91,1946.05,1937.05,1938.84,4805.7813
2023-07-04 19:30:00,1938.84,1938.89,1931.58,1936.37,7241.3443
2023-07-04 19:45:00,1936.37,1937.88,1933.5,1934.29,3486.823
2023-07-04 20:00:00,1934.29,1938.65,1932.12,1938.44,2891.392
2023-07-04 20:15:00,1938.45,1940.31,1937.82,1939.59,1068.4666
2023-07-04 20:30:00,1939.6,1941.84,1938.44,1940.49,1599.3487
2023-07-04 20:45:00,1940.5,1942.19,1940.2,1942.1,1071.7096
2023-07-04 21:00:00,1942.1,1942.67,1940.0,1940.24,1000.1556
2023-07-04 21:15:00,1940.23,1942.18,1940.21,1941.79,690.4594
2023-07-04 21:30:00,1941.78,1941.79,1938.29,1940.49,1262.7084
2023-07-04 21:45:00,1940.5,1942.25,1940.49,1941.79,405.8005
2023-07-04 22:00:00,1941.79,1942.42,1939.34,1941.33,1369.7072
2023-07-04 22:15:00,1941.34,1941.82,1940.81,1941.16,585.5688
2023-07-04 22:30:00,1941.17,1941.17,1938.5,1939.54,946.1713
2023-07-04 22:45:00,1939.55,1942.17,1939.54,1941.57,697.7277
2023-07-04 23:00:00,1941.57,1941.73,1940.0,1940.14,1170.3512
2023-07-04 23:15:00,1940.14,1940.15,1937.05,1938.67,1096.884
2023-07-04 23:30:00,1938.68,1939.99,1938.67,1939.01,697.1847
2023-07-04 23:45:00,1939.01,1939.89,1935.2,1936.2,1331.7174
2023-07-05 00:00:00,1936.19,1939.45,1935.7,1937.0,1960.0623
2023-07-05 00:15:00,1937.0,1942.0,1936.93,1941.13,1290.0358
2023-07-05 00:30:00,1941.13,1941.14,1937.11,1938.68,1271.9471
2023-07-05 00:45:00,1938.68,1938.92,1934.61,1935.07,1843.3901
2023-07-05 01:00:00,1935.07,1940.31,1933.64,1939.99,1532.3026
2023-07-05 01:15:00,1939.99,1942.04,1939.99,1941.92,1334.6429
2023-07-05 01:30:00,1941.92,1942.12,1940.57,1941.05,910.3335
2023-07-05 01:45:00,1941.04,1941.49,1937.81,1938.24,1275.5279
2023-07-05 02:00:00,1938.24,1942.0,1937.6,1941.63,1798.9087
2023-07-05 02:15:00,1941.64,1942.0,1941.09,1941.43,841.0785
2023-07-05 02:30:00,1941.43,1941.82,1940.22,1940.27,995.338
2023-07-05 02:45:00,1940.28,1941.95,1940.17,1941.94,602.1914
