timestamp,open,high,low,close,volume
2023-07-09 14:15:00,30215.52,30229.11,30202.47,30229.1,178.29996
2023-07-09 14:20:00,30229.11,30240.0,30204.91,30240.0,57.91886
2023-07-09 14:25:00,30239.99,30252.28,30232.37,30235.99,44.49422
2023-07-09 14:30:00,30236.0,30292.77,30235.99,30291.89,73.68927
2023-07-09 14:35:00,30291.9,30445.52,30291.89,30372.02,756.75608
2023-07-09 14:40:00,30372.01,30400.0,30299.99,30321.52,109.41988
2023-07-09 14:45:00,30321.53,30368.98,30321.52,30323.39,107.33754
2023-07-09 14:50:00,30323.39,30343.25,30286.29,30329.43,129.19858
2023-07-09 14:55:00,30329.43,30368.0,30329.43,30341.02,127.68603
2023-07-09 15:00:00,30341.02,30359.91,30328.06,30359.9,96.74448
2023-07-09 15:05:00,30359.9,30391.12,30352.0,30356.47,115.30166
2023-07-09 15:10:00,30356.47,30356.48,30300.0,30310.9,69.07837
2023-07-09 15:15:00,30310.91,30314.29,30274.94,30314.29,118.06259
2023-07-09 15:20:00,30314.29,30375.42,30314.28,30359.51,132.31861
2023-07-09 15:25:00,30359.51,30365.49,30342.64,30345.77,78.54045
2023-07-09 15:30:00,30345.76,30361.85,30336.87,30336.87,42.1647
2023-07-09 15:35:00,30336.88,30352.0,30334.58,30337.74,50.37653
2023-07-09 15:40:00,30337.73,30361.7,30336.21,30356.76,47.42653
2023-07-09 15:45:00,30356.76,30371.03,30340.44,30343.43,99.34577
2023-07-09 15:50:00,30343.43,30343.44,30334.48,30334.48,25.78195
2023-07-09 15:55:00,30334.48,30362.0,30328.89,30349.47,46.22227
2023-07-09 16:00:00,30349.47,30349.74,30328.0,30331.04,81.96585
2023-07-09 16:05:00,30331.03,30331.04,30321.42,30321.43,29.66433
2023-07-09 16:10:00,30321.42,30326.0,30306.82,30308.0,23.72006
2023-07-09 16:15:00,30307.99,30310.0,30295.04,30300.0,121.93602
2023-07-09 16:20:00,30300.0,30300.0,30292.0,30297.92,36.76176
2023-07-09 16:25:00,30297.92,30303.3,30290.01,30290.5,82.64444
2023-07-09 16:30:00,30290.5,30306.25,30290.49,30300.0,32.35135
2023-07-09 16:35:00,30300.0,30315.42,30298.88,30315.41,38.78402
2023-07-09 16:40:00,30315.41,30315.42,30303.14,30303.14,21.36939
2023-07-09 16:45:00,30303.14,30304.8,30290.22,30302.7,32.33063
2023-07-09 16:50:00,30302.7,30302.7,30288.0,30290.41,31.37596
2023-07-09 16:55:00,30290.4,30290.41,30278.0,30287.99,24.77882
2023-07-09 17:00:00,30287.99,30288.07,30260.82,30284.22,71.06805
2023-07-09 17:05:00,30284.22,30287.9,30278.83,30278.83,38.0432
2023-07-09 17:10:00,30278.83,30278.84,30255.05,30278.84,45.29496
2023-07-09 17:15:00,30278.83,30283.1,30256.81,30259.48,76.37821
2023-07-09 17:20:00,30259.47,30275.57,30259.47,30269.6,33.29805
2023-07-09 17:25:00,30269.59,30278.0,30256.0,30260.33,49.98734
2023-07-09 17:30:00,30260.33,30270.77,30260.32,30270.29,32.18067
2023-07-09 17:35:00,30270.3,30274.0,30261.79,30265.99,33.40272
2023-07-09 17:40:00,30265.99,30274.0,30265.83,30266.0,24.40239
2023-07-09 17:45:00,30266.01,30279.69,30266.0,30268.01,43.55182
2023-07-09 17:50:00,30268.0,30289.85,30268.0,30289.84,30.868
2023-07-09 17:55:00,30289.85,30297.71,30285.86,30288.29,35.01968
2023-07-09 18:00:00,30288.3,30298.0,30288.29,30298.0,27.29733
2023-07-09 18:05:00,30297.99,30300.0,30286.01,30300.0,61.59048
2023-07-09 18:10:00,30300.0,30302.7,30278.0,30278.0,32.12349
2023-07-09 18:15:00,30278.0,30278.01,30268.0,30271.64,17.46213
2023-07-09 18:20:00,30271.63,30271.64,30260.46,30261.99,46.59065
2023-07-09 18:25:00,30261.99,30263.99,30261.99,30263.98,14.81429
2023-07-09 18:30:00,30263.98,30265.74,30260.0,30260.01,14.17204
2023-07-09 18:35:00,30260.01,30274.0,30260.0,30264.51,18.43676
2023-07-09 18:40:00,30264.51,30272.0,30264.51,30272.0,14.95725
2023-07-09 18:45:00,30271.99,30274.83,30268.0,30268.01,12.46405
2023-07-09 18:50:00,30268.0,30268.01,30256.71,30260.0,14.0364
2023-07-09 18:55:00,30260.0,30266.18,30258.0,30258.01,21.16427
2023-07-09 19:00:00,30258.0,30258.01,30204.0,30220.0,117.87753
2023-07-09 19:05:00,30219.99,30239.07,30212.74,30212.74,68.34527
2023-07-09 19:10:00,30212.75,30224.0,30207.64,30218.93,45.75559
2023-07-09 19:15:00,30218.93,30237.62,30214.0,30237.61,37.1315
2023-07-09 19:20:00,30237.61,30237.62,30237.61,30237.62,10.25188
2023-07-09 19:25:00,30237.61,30259.6,30237.61,30256.17,37.23331
2023-07-09 19:30:00,30256.18,30256.18,30250.0,30250.0,11.69672
2023-07-09 19:35:00,30250.01,30250.01,30246.0,30249.71,32.18528
2023-07-09 19:40:00,30249.71,30264.85,30246.0,30260.72,23.46764
2023-07-09 19:45:00,30260.72,30260.72,30250.0,30250.0,15.5294
